Wall time,Step,Value
1731031883.997869,100000,206.80096435546875
1731032658.9380054,200000,192.2726287841797
1731033425.958008,300000,225.54661560058594
1731034216.620192,400000,197.77120971679688
1731034982.230865,500000,169.3232879638672
1731035747.057778,600000,162.0275115966797
1731036528.929545,700000,170.39683532714844
1731037298.7034883,800000,135.59005737304688
1731038103.830393,900000,133.21426391601562
1731038875.640482,1000000,131.07577514648438
1731039655.3426461,1100000,113.40804290771484
1731040422.481055,1200000,140.03048706054688
1731041170.0934432,1300000,133.9887237548828
1731041913.8595197,1400000,157.98223876953125
1731042659.413264,1500000,134.2650604248047
1731043414.6925476,1600000,132.05160522460938
1731044182.7239344,1700000,139.65464782714844
1731044956.8395655,1800000,127.509521484375
1731045719.1213489,1900000,118.07072448730469
1731046500.2031524,2000000,132.29232788085938
1731047245.3843632,2100000,132.36805725097656
1731047995.213076,2200000,108.80537414550781
1731048786.768028,2300000,117.18677520751953
1731049535.2206392,2400000,108.26766967773438
1731050342.0479994,2500000,113.42839813232422
1731051163.5870037,2600000,105.72015380859375
1731051953.2046947,2700000,88.86161804199219
1731052695.0411808,2800000,106.08041381835938
1731053470.4042952,2900000,95.9808578491211
1731054239.114933,3000000,106.63140869140625
1731055026.3957348,3100000,97.2627944946289
1731055785.7157302,3200000,77.47016143798828
1731056573.9296565,3300000,107.9814682006836
1731057375.9874644,3400000,102.21953582763672
1731058137.0058665,3500000,90.74014282226562
1731058930.2141902,3600000,83.23881530761719
1731059698.2539496,3700000,71.47348022460938
1731060499.3454998,3800000,92.63751220703125
1731061259.251595,3900000,72.48601531982422
1731062002.355554,4000000,63.98270034790039
1731062754.5592887,4100000,81.06098937988281
1731063493.6230893,4200000,89.48860931396484
1731064302.7270901,4300000,66.75320434570312
1731065040.0832064,4400000,97.74849700927734
1731065781.6200042,4500000,93.76690673828125
1731066531.800216,4600000,96.44044494628906
1731067283.8203783,4700000,88.41032409667969
1731068025.6348372,4800000,63.98868942260742
1731068778.7836473,4900000,91.81362915039062
1731069572.2608008,5000000,66.38465118408203
1731070365.6752582,5100000,80.08782196044922
1731071141.0837972,5200000,105.77354431152344
1731071948.8015342,5300000,84.62261962890625
1731072757.009902,5400000,99.59282684326172
1731073524.091595,5500000,94.28076171875
1731074282.9292452,5600000,86.16410064697266
1731075044.3295584,5700000,87.2959976196289
1731075795.544205,5800000,54.53386688232422
1731076566.4562626,5900000,89.3801498413086
1731077322.8917923,6000000,93.38428497314453
1731078093.9205074,6100000,87.32974243164062
1731078854.5308237,6200000,77.92124938964844
1731079625.258191,6300000,80.31349182128906
1731080400.27207,6400000,87.1422348022461
1731081182.701034,6500000,83.18852233886719
1731081951.1153522,6600000,84.18525695800781
1731082723.2612777,6700000,107.81079864501953
1731083478.2244172,6800000,75.13154602050781
1731084238.0833442,6900000,105.7841796875
1731084997.9681635,7000000,77.34246826171875
1731085745.0516226,7100000,65.10718536376953
1731086503.9430423,7200000,84.05958557128906
1731087252.4661827,7300000,86.11976623535156
1731088002.2062962,7400000,101.78453063964844
1731088744.1130373,7500000,115.57845306396484
1731089493.5983465,7600000,88.23835754394531
1731090239.034352,7700000,95.98271179199219
1731091002.778653,7800000,76.1026611328125
1731091756.5675745,7900000,93.368896484375
1731092522.1831307,8000000,101.86399841308594
1731093276.3085263,8100000,80.61763000488281
1731094026.0327413,8200000,87.25972747802734
1731094774.8106616,8300000,81.63065338134766
1731095520.107234,8400000,77.62922668457031
1731096268.7811897,8500000,68.86174774169922
1731097026.4615748,8600000,77.76995086669922
1731097771.3817647,8700000,85.70138549804688
1731098517.8566046,8800000,73.60209655761719
1731099258.0909307,8900000,76.26116943359375
1731100018.2018933,9000000,60.0415153503418
1731100764.1873164,9100000,70.6870346069336
1731101507.588083,9200000,54.15337371826172
1731102251.8163188,9300000,62.35685729980469
1731102999.8273695,9400000,64.98092651367188
1731103757.9602268,9500000,70.8924331665039
1731104525.8271437,9600000,62.00234603881836
1731105281.039186,9700000,71.72151184082031
1731106039.571293,9800000,52.56863784790039
1731106794.943527,9900000,52.4081916809082
1731107546.806221,10000000,87.54191589355469
1731108303.9570844,10100000,61.29288101196289
1731109057.4316134,10200000,49.2067985534668
1731109803.4397464,10300000,66.72875213623047
1731110546.004401,10400000,70.02557373046875
1731111296.6207826,10500000,45.54337692260742
1731112029.6075344,10600000,61.35380172729492
1731112765.8015888,10700000,63.4794921875
1731113511.5404692,10800000,49.040706634521484
1731114258.2108705,10900000,71.3295669555664
1731115006.2184398,11000000,49.7476806640625
1731115752.3984137,11100000,58.560489654541016
1731116506.1778343,11200000,61.43582534790039
1731117253.0962553,11300000,65.47127532958984
1731118005.4149368,11400000,75.07703399658203
1731118763.074609,11500000,56.03712463378906
1731119514.7045767,11600000,79.72591400146484
1731120274.9206822,11700000,44.36611557006836
1731121031.8025827,11800000,63.772220611572266
1731121794.3874562,11900000,52.67228698730469
1731122564.3342772,12000000,68.81095123291016
1731123357.920222,12100000,59.164222717285156
1731124143.3541858,12200000,39.549285888671875
1731124910.2648673,12300000,42.871315002441406
1731125674.6141996,12400000,45.690284729003906
1731126446.040419,12500000,49.371864318847656
1731127200.8328462,12600000,47.052879333496094
1731127988.6195474,12700000,43.54002380371094
1731128725.2296383,12800000,57.101871490478516
1731129477.9879086,12900000,42.79396438598633
1731130226.2203445,13000000,60.689945220947266
1731130974.3884223,13100000,45.832157135009766
1731131711.707123,13200000,45.2043342590332
1731132455.5114293,13300000,40.06534194946289
1731133188.3802538,13400000,42.433349609375
1731133923.0647683,13500000,47.44447326660156
1731134665.0002139,13600000,39.714054107666016
1731135402.8882573,13700000,55.48289108276367
1731136138.7162776,13800000,45.810245513916016
1731136876.6297147,13900000,47.614627838134766
1731137608.5935333,14000000,51.92451477050781
1731138342.515695,14100000,39.298057556152344
1731139077.838388,14200000,52.74285888671875
1731139831.000098,14300000,48.87754821777344
1731140577.2258475,14400000,50.275054931640625
1731141344.604081,14500000,61.169403076171875
1731142086.6475153,14600000,44.6170768737793
1731142846.1767735,14700000,53.036865234375
1731143595.3841672,14800000,52.059383392333984
1731144337.1767442,14900000,51.93014144897461
1731145092.920276,15000000,53.42305374145508
1731145836.7779694,15100000,57.7912712097168
1731146586.2020855,15200000,71.86280059814453
1731147333.548278,15300000,74.77269744873047
1731148075.4581556,15400000,59.38282012939453
1731148816.0297754,15500000,53.67985153198242
1731149558.1769843,15600000,58.75428009033203
1731150299.8955288,15700000,54.176265716552734
1731151045.309467,15800000,49.30367660522461
1731151778.9109638,15900000,74.2082748413086
1731152522.560207,16000000,50.71040344238281
1731153263.8267894,16100000,57.45528793334961
1731154014.3290412,16200000,68.957763671875
1731154765.6930892,16300000,49.27763748168945
1731155609.009373,16400000,40.83339309692383
1731156400.2969081,16500000,48.76544189453125
1731157157.253904,16600000,60.235496520996094
1731157913.9359028,16700000,56.76176071166992
1731158668.3661525,16800000,43.45902633666992
1731159421.2457027,16900000,60.47610855102539
1731160171.2566164,17000000,62.3914794921875
1731160922.0319963,17100000,50.452003479003906
1731161675.7746978,17200000,49.521751403808594
1731162446.5891786,17300000,67.20838928222656
1731163196.9023044,17400000,63.0301513671875
1731163949.6395793,17500000,74.57433319091797
1731164701.7343426,17600000,56.17808532714844
1731165444.4965432,17700000,62.45390701293945
1731166194.418543,17800000,61.002349853515625
1731166954.8059988,17900000,58.64795684814453
1731167723.0990515,18000000,49.54469680786133
1731168477.1441212,18100000,54.78868103027344
1731169225.9853127,18200000,53.61869430541992
1731169986.498347,18300000,55.836875915527344
1731170733.4989774,18400000,47.64364242553711
1731171478.8081157,18500000,45.32984161376953
1731172224.7396252,18600000,56.1609992980957
1731172969.7761388,18700000,47.49753189086914
1731173715.9832602,18800000,48.10110092163086
1731174464.1596813,18900000,47.54913330078125
1731175213.8264806,19000000,55.744388580322266
1731175959.0124598,19100000,47.647701263427734
1731176703.5128384,19200000,51.48842239379883
1731177447.84942,19300000,40.5703239440918
1731178192.54707,19400000,47.16843032836914
1731178935.3088195,19500000,47.81080627441406
1731179677.473179,19600000,64.02302551269531
1731180431.7003372,19700000,57.78704071044922
1731181173.8682153,19800000,66.70748901367188
1731181926.932129,19900000,69.47239685058594
1731182698.5506349,20000000,57.07930374145508
1731183445.9141285,20100000,55.66957473754883
1731184191.023188,20200000,53.413272857666016
1731184949.5371394,20300000,52.79158401489258
1731185693.931722,20400000,63.75490951538086
1731186453.0366766,20500000,65.55168151855469
1731187201.3447073,20600000,50.31964874267578
1731187944.5836432,20700000,51.077720642089844
1731188688.214762,20800000,53.4305419921875
1731189430.6442149,20900000,55.84481430053711
1731190180.8400662,21000000,68.44361877441406
1731190976.972706,21100000,62.66900634765625
1731191744.2884495,21200000,64.18914031982422
1731192513.475953,21300000,65.90558624267578
1731193260.004374,21400000,66.91804504394531
1731194009.371912,21500000,60.729129791259766
1731194769.241421,21600000,62.78184127807617
1731195518.977849,21700000,65.01239776611328
1731196269.4014847,21800000,70.58604431152344
1731197018.3277576,21900000,59.695858001708984
1731197773.3731527,22000000,55.72250747680664
1731198520.9531827,22100000,59.036346435546875
1731199287.967698,22200000,64.8592529296875
1731200046.5344863,22300000,77.13352966308594
1731200807.0287037,22400000,74.35053253173828
1731201565.9711823,22500000,55.467098236083984
1731202316.6400552,22600000,75.28418731689453
1731203066.388525,22700000,56.32960891723633
1731203819.925496,22800000,63.01972961425781
1731204567.681147,22900000,63.77406311035156
1731205313.53543,23000000,59.544471740722656
