Wall time,Step,Value
1730611129.5458376,100000,-0.09319894015789032
1730612387.754147,200000,0.10454294085502625
1730613662.704945,300000,0.23682266473770142
1730614921.6837718,400000,0.24927715957164764
1730616178.4763913,500000,0.21653422713279724
1730617441.3065646,600000,0.2143494039773941
1730618700.5564897,700000,0.30881622433662415
1730619960.7977865,800000,0.2671533226966858
1730621224.8797412,900000,0.3170608878135681
1730622499.5476148,1000000,0.33803296089172363
1730623755.6852078,1100000,0.35308754444122314
1730625030.8349304,1200000,0.39619582891464233
1730626287.2040606,1300000,0.49774661660194397
1730627536.260069,1400000,0.5090053677558899
1730628793.0973752,1500000,0.47966933250427246
1730630048.9908314,1600000,0.5311985015869141
1730631315.5610416,1700000,0.5608436465263367
1730632577.589441,1800000,0.5831146836280823
1730633814.3980079,1900000,0.6801530122756958
1730635062.7023628,2000000,0.6738936305046082
1730636294.7539442,2100000,0.7227091789245605
1730637526.7627604,2200000,0.8238344192504883
1730638766.2224038,2300000,0.7992496490478516
1730639988.8152258,2400000,0.973872184753418
1730641210.59754,2500000,1.1141554117202759
1730642425.1743653,2600000,1.1987277269363403
1730643665.02178,2700000,1.160903811454773
1730644886.6907718,2800000,1.3181660175323486
1730646109.6945825,2900000,1.2575949430465698
1730647326.3462698,3000000,1.4825537204742432
1730648544.797208,3100000,1.4399439096450806
1730649762.3617163,3200000,1.456064224243164
1730650969.1366603,3300000,1.4888967275619507
1730652181.1345115,3400000,1.5807899236679077
1730653400.1305199,3500000,1.5537594556808472
1730654611.4304724,3600000,1.7294995784759521
1730655823.2480025,3700000,1.7485281229019165
1730657027.346763,3800000,1.9172067642211914
1730658236.780862,3900000,2.0036847591400146
1730659443.31643,4000000,1.932228446006775
1730660650.6291044,4100000,1.9382323026657104
1730661846.4061127,4200000,1.9537209272384644
1730663047.945839,4300000,2.0959877967834473
1730664270.1859004,4400000,2.030546188354492
1730665487.2729762,4500000,2.140429973602295
1730666699.474362,4600000,2.1292855739593506
1730667903.7672377,4700000,2.048750877380371
1730669116.9911444,4800000,2.020674228668213
1730670332.705173,4900000,1.9433908462524414
1730671541.0854845,5000000,2.0640225410461426
1730672767.7765813,5100000,1.8483601808547974
1730673985.693577,5200000,1.9680836200714111
1730675210.3923407,5300000,1.9109680652618408
1730676431.8487566,5400000,2.012289047241211
1730677645.6738365,5500000,2.123495578765869
1730678860.2566097,5600000,2.173616409301758
1730680078.1906555,5700000,2.137277841567993
1730681291.164703,5800000,2.01444673538208
1730682518.997302,5900000,1.769208312034607
1730683749.4663446,6000000,1.5504887104034424
1730684987.5901434,6100000,1.277284860610962
1730686234.201805,6200000,1.1717009544372559
1730687466.1714318,6300000,1.4362373352050781
1730688699.6986606,6400000,1.5864351987838745
1730689927.5009081,6500000,1.7028169631958008
1730691144.315552,6600000,1.8880730867385864
1730692365.5208814,6700000,2.027367115020752
1730693599.832591,6800000,1.7360889911651611
1730694815.86089,6900000,1.8293620347976685
1730696033.183,7000000,1.9774024486541748
1730697252.144947,7100000,1.9532791376113892
1730698466.808254,7200000,2.230783224105835
1730699677.3261042,7300000,2.112379312515259
1730700893.3755705,7400000,2.0839548110961914
1730702109.0870311,7500000,2.2653539180755615
1730703324.0360022,7600000,2.2795984745025635
1730704534.3380404,7700000,2.2616944313049316
1730705751.3084185,7800000,2.275900363922119
1730706967.3119004,7900000,2.3920817375183105
1730708184.9499454,8000000,2.370518445968628
1730709399.968616,8100000,2.422954797744751
1730710623.0427997,8200000,2.448202610015869
1730711848.418555,8300000,2.3805716037750244
1730713067.063734,8400000,2.383071184158325
1730714281.8735032,8500000,2.4533472061157227
1730715501.8382375,8600000,2.5015087127685547
1730716722.1281953,8700000,2.3636293411254883
1730717938.7633224,8800000,2.5763423442840576
1730719157.1467028,8900000,2.535845994949341
1730720375.3675864,9000000,2.44868540763855
1730721589.814177,9100000,2.5390939712524414
1730722804.6524332,9200000,2.443877935409546
1730724023.8402257,9300000,2.4336249828338623
1730725244.7021432,9400000,2.530933141708374
1730726474.8164964,9500000,2.5207366943359375
1730727692.1935437,9600000,2.6036629676818848
1730728918.0779717,9700000,2.5185649394989014
1730730148.293207,9800000,2.653738021850586
1730731370.0561328,9900000,2.53477144241333
1730732592.4457014,9999999,2.6655256748199463
